video_id,title,channel,published_at,time_bin
f4xu7w6Vf0U,An ethical plan for ending the pandemic and restarting the economy | Danielle Allen,TED,2020-04-08 14:38:13+00:00,2020+
Fu1Zi1PYqos,What investigating neural pathways can reveal about mental health | Kay M. Tye,TED,2020-04-07 14:03:42+00:00,2020+
y8ohTeRKVqs,How a miniaturized atomic clock could revolutionize space exploration | Jill Seubert,TED,2020-04-06 23:45:56+00:00,2020+
tT8icNhydtg,Art that reveals how technology frames reality | Jiabao Li,TED,2020-04-06 00:11:17+00:00,2020+
oNBvC25bxQU,It's OK to feel overwhelmed. Here's what to do next | Elizabeth Gilbert,TED,2020-04-05 12:05:59+00:00,2020+
GFpciGYBELo,Why sleep matters now more than ever | Matt Walker,TED,2020-04-03 17:27:04+00:00,2020+
I6xuJu7gLe0,The gender-fluid history of the Philippines | France Villarta,TED,2020-04-03 15:38:22+00:00,2020+
CoQuaDKV3xk,"How to make pandemics optional, not inevitable | Sonia Shah",TED,2020-04-01 21:22:41+00:00,2020+
bUqur6hZvKg,"When local news dies, so does democracy | Chuck Plunkett",TED,2020-04-01 16:16:25+00:00,2020+
f52LJJFBCLc,How to turn climate anxiety into action | Renée Lertzman,TED,2020-03-31 19:45:43+00:00,2020+
IyuiVTsIctg,How we can navigate the pandemic with courage and hope | Rabbi Lord Jonathan Sacks,TED,2020-03-31 14:02:19+00:00,2020+
xzWFrHHTrs8,What you need to know about stalkerware | Eva Galperin,TED,2020-03-30 19:58:06+00:00,2020+
i_1_J-T-XYQ,How to create meaningful connections while apart | Priya Parker,TED,2020-03-30 16:31:18+00:00,2020+
LfcKh-ZeY20,The quest for the coronavirus vaccine | Seth Berkley,TED,2020-03-28 15:17:12+00:00,2020+
n3voAR06sNI,Music and art in a time of protest | Denise Ho,TED,2020-03-27 20:21:30+00:00,2020+
KIh2-S2jXls,What the world can learn from China’s response to the coronavirus | Gary Liu,TED,2020-03-27 17:06:36+00:00,2020+
5ghYJlahAWQ,How bumble bees inspired a network of tiny museums | Amanda Schochet,TED,2020-03-27 14:23:15+00:00,2020+
kn-5H9p24oo,3 ways to uproot a culture of corruption | Wanjira Mathai,TED,2020-03-26 19:28:44+00:00,2020+
IfOqyuxb5S0,How to design gender bias out of your workplace | Sara Sanford,TED,2020-03-26 14:51:05+00:00,2020+
Xe8fIjxicoo,How we must respond to the coronavirus pandemic | Bill Gates,TED,2020-03-25 17:15:59+00:00,2020+
Xgyh0juINNI,How to be your best self in times of crisis | Susan David,TED,2020-03-25 12:10:59+00:00,2020+
XZBZ5aBEUrs,How technology has changed what it's like to be deaf | Rebecca Knill,TED,2020-03-24 19:23:58+00:00,2020+
KQ_sO9V0tyw,Management lessons from Chinese business and philosophy | Fang Ruan,TED,2020-03-24 13:34:32+00:00,2020+
MS7x_TJfGcE,What if a single human right could change the world? | Kristen Wenz,TED,2020-03-23 21:29:57+00:00,2020+
iwUkbi4_wWo,How volumetric video brings a new dimension to filmmaking | Diego Prilusky,TED,2020-03-19 19:03:50+00:00,2020+
rfA1ThekjGM,Why you should get paid for your data | Jennifer Zhu Scott,TED,2020-03-19 14:14:10+00:00,2020+
yIs_zfHF8Cg,The real reason you procrastinate | WorkLife with Adam Grant (Audio only),TED,2020-03-18 21:22:51+00:00,2020+
utiLrnvawQQ,This is your brain on air pollution | María Neira,TED,2020-03-18 18:51:53+00:00,2020+
slzuVj5YEms,How can we control the coronavirus pandemic? | Adam Kucharski,TED,2020-03-16 18:49:56+00:00,2020+
SEr-Lcue5P4,"Joel Leon: The beautiful, hard work of co-parenting | TED",TED,2020-03-13 17:49:57+00:00,2020+
_0J10j46-qQ,A brief tour of the last 4 billion years (dinosaurs not included) | Lauren Sallan,TED,2020-03-10 20:06:43+00:00,2020+
0B543Zkqq88,For the Love of Fangirls | Yve Blake,TED,2020-03-10 15:24:40+00:00,2020+
KzIp4IzDPG0,The perks of being a pirate | Tom Nash,TED,2020-03-09 22:19:14+00:00,2020+
oXeAWdHP0uY,Online predators spread fake porn of me. Here's how I fought back | Noelle Martin,TED,2020-03-09 18:26:50+00:00,2020+
o-W_KgZhG_A,Debbie Millman: How symbols and brands shape our humanity | TED,TED,2020-03-06 15:52:57+00:00,2020+
f8c3TzQtD4k,What we do (and don't) know about the coronavirus | David Heymann,TED,2020-03-05 21:21:52+00:00,2020+
gnbVwu04oiA,What a nun can teach a scientist about ecology | Victoria Gill,TED,2020-03-04 20:43:24+00:00,2020+
GX9woZi0HUY,How teachers can help students navigate trauma | Lisa Godwin,TED,2020-03-03 21:12:30+00:00,2020+
XPDHY-jOQYA,Imaginative sculptures that explore how we perceive reality | Alicia Eggert,TED,2020-03-03 14:20:13+00:00,2020+
sBQv41YbdCk,What if the poor were part of city planning? | Smruti Jukur Johari,TED,2020-02-28 23:12:25+00:00,2020+
on0B0iCovOo,How bees can keep the peace between elephants and humans | Lucy King,TED,2020-02-28 22:06:38+00:00,2020+
PFFbXhEcYTM,Rayma Suprani: Dictators hate political cartoons -- so I keep drawing them | TED,TED,2020-02-27 21:21:22+00:00,2020+
bCucggordMM,The science of friction -- and its surprising impact on our lives | Jennifer Vail,TED,2020-02-27 17:36:49+00:00,2020+
uTfaua3X0RU,The health benefits of clowning around | Matthew A. Wilson,TED,2020-02-26 20:03:53+00:00,2020+
ZkdJGcffe9I,The real story of Rosa Parks -- and why we need to confront myths about Black history | David Ikard,TED,2020-02-26 15:39:26+00:00,2020+
eZ5MM28abKo,Parasitic worms hold back human progress. Here's how we can end them | Ellen Agler,TED,2020-02-25 20:09:47+00:00,2020+
1-_pzQqo7c0,Tiny robots with giant potential | Paul McEuen and Marc Miskin,TED,2020-02-25 14:12:09+00:00,2020+
aJgXcVkZNG8,How virtual reality turns students into scientists | Jessica Ochoa Hendrix,TED,2020-02-20 03:09:52+00:00,2020+
6pSMgmL7vF0,"A new type of medicine, custom-made with tiny proteins | Christopher Bahl",TED,2020-02-19 18:41:51+00:00,2020+
1GjinnLB86A,How the magic of kindness helped me survive the Holocaust | Werner Reich,TED,2020-02-18 20:51:24+00:00,2020+
Z7NUaAGmg44,What ocean microbes reveal about the changing climate | Angelicque White,TED,2020-02-18 16:46:00+00:00,2020+
BrnZMrjsf6w,The unpaid work that GDP ignores -- and why it really counts | Marilyn Waring,TED,2020-02-17 15:32:39+00:00,2020+
IGJt7QmtUOk,How motivation can fix public systems | Abhishek Gopalka,TED,2020-02-15 13:00:07+00:00,2020+
PNLwMSvPurc,"How online marketplaces can help local economies, not hurt them | Amane Dannouni",TED,2020-02-14 17:01:08+00:00,2020+
ygxh6KR4BPk,How supply chain transparency can help the planet | Markus Mutz,TED,2020-02-14 16:59:03+00:00,2020+
qNTf3Zu-oZk,Why gender-based marketing is bad for business | Gaby Barrios,TED,2020-02-14 16:58:32+00:00,2020+
q-GXV4Fd1oA,Why I draw with robots | Sougwen Chung,TED,2020-02-14 16:58:22+00:00,2020+
2KMk1lJGPlk,How humans and AI can work together to create better businesses | Sylvain Duranton,TED,2020-02-14 16:57:47+00:00,2020+
3lVNA4aF1lg,"To challenge the status quo, find a ""co-conspirator"" | Ipsita Dasgupta",TED,2020-02-14 16:57:30+00:00,2020+
9zC2Bc22QfA,A guide to collaborative leadership | Lorna Davis,TED,2020-02-14 16:56:42+00:00,2020+
eAKzT6_ES8w,Does photographing a moment steal the experience from you? | Erin Sullivan,TED,2020-02-14 15:55:43+00:00,2020+
i5vZkaUk528,A personal health coach for those living with chronic diseases | Priscilla Pemu,TED,2020-02-13 19:07:52+00:00,2020+
WSY-GFkyTV0,"The evolution of the coffee cup lid | Small Thing Big Idea, a TED series",TED,2020-02-12 19:26:01+00:00,2020+
BTB_HPL2r88,How designing brand-new enzymes could change the world | Adam Garske,TED,2020-02-11 18:25:44+00:00,2020+
Zfneete-ZHY,"How surfboards connect us to nature | Small Thing Big Idea, a TED series",TED,2020-02-11 16:15:03+00:00,2020+
EtZQT3avFaY,"5 ways to create stronger connections | The Way We Work, a TED series",TED,2020-02-10 16:45:01+00:00,2020+
_8vLkIj_Lsk,"How to know if it’s time to change careers | The Way We Work, a TED series",TED,2020-02-10 16:30:02+00:00,2020+
06wDth_nvEg,"3 things new parents should consider before going back to work | The Way We Work, a TED series",TED,2020-02-10 16:15:00+00:00,2020+
s0H1jxF5TWQ,"6 ways to improve your relationship with money | The Way We Work, a TED series",TED,2020-02-10 16:00:07+00:00,2020+
wtl5UrrgU8c,"The secret to giving great feedback | The Way We Work, a TED series",TED,2020-02-10 15:45:01+00:00,2020+
sSOBk0v0viM,"How to embrace emotions at work | The Way We Work, a TED series",TED,2020-02-10 15:30:04+00:00,2020+
Dvhu2OK7ffg,"How burnout makes us less creative | The Way We Work, a TED series",TED,2020-02-10 15:15:00+00:00,2020+
cTIUiN6inIQ,"How to make faster decisions | The Way We Work, a TED series",TED,2020-02-10 15:00:24+00:00,2020+
z9jXW9r1xr8,Are indoor vertical farms the future of agriculture? | Stuart Oda,TED,2020-02-07 15:31:03+00:00,2020+
-3y6_7_5PcQ,Why are drug prices so high? Investigating the outdated US patent system | Priti Krishtel,TED,2020-02-06 18:14:56+00:00,2020+
ysRvYxznrq4,Why can't we talk about periods? | Jen Gunter,TED,2020-02-05 15:22:26+00:00,2020+
bGUVQaBdxKw,A path to security for the world's deadliest countries | Rachel Kleinfeld,TED,2020-02-04 23:07:24+00:00,2020+
E616tdjsrZ0,"The power of the Afro pick | Small Thing Big Idea, a TED series",TED,2020-02-04 16:16:06+00:00,2020+
13zN4-MVM9g,How guest worker visas could transform the US immigration system | David J. Bier,TED,2020-02-03 19:29:50+00:00,2020+
7pMhqyteR5g,"Why ""biofabrication"" is the next industrial revolution | Suzanne Lee",TED,2020-01-31 19:01:13+00:00,2020+
8NSQYO2es3U,Climate change will displace millions. Here's how we prepare | Colette Pichon Battle,TED,2020-01-30 18:20:04+00:00,2020+
u2bQSKvZ2qI,A swarm of mini drones makes ... magic! | Marco Tempest,TED,2020-01-29 16:23:20+00:00,2020+
kaU7IPlg9PA,What a digital government looks like | Anna Piperal,TED,2020-01-28 20:58:45+00:00,2020+
6Gw5dK48MtI,"Why books are here to stay | Small Thing Big Idea, a TED series",TED,2020-01-28 16:06:28+00:00,2020+
xnfEBUI_YTE,The secret weapon that let dinosaurs take over the planet | Emma Schachner,TED,2020-01-28 15:52:05+00:00,2020+
ir5yzW0yIk0,The urgent case for antibiotic-free animals | Leon Marchal,TED,2020-01-27 21:47:17+00:00,2020+
LQMLFryA_7k,The search for dark matter -- and what we've found so far | Risa Wechsler,TED,2020-01-27 15:11:02+00:00,2020+
wRG5_-9eE4w,"The ""opportunity gap"" in US public education -- and how to close it | Anindya Kundu",TED,2020-01-23 22:07:16+00:00,2020+
JJyeKiT8g4g,Why winning doesn't always equal success | Valorie Kondos Field,TED,2020-01-23 18:21:43+00:00,2020+
yfLp_vueUxY,"The past, present and future of nicotine addiction | Mitch Zeller",TED,2020-01-22 22:39:27+00:00,2020+
bHgfcA6Vy24,Cara E. Yar Khan: The beautiful balance between courage and fear | TED,TED,2020-01-22 17:03:29+00:00,2020+
tSciinXdGhI,"Why 1.5 billion people eat with chopsticks | Small Thing Big Idea, a TED series",TED,2020-01-21 18:12:48+00:00,2020+
fc3c3OrpKSI,How to turn off work thoughts during your free time | Guy Winch,TED,2020-01-21 15:58:11+00:00,2020+
JrjjOGI6YB4,How civilization could destroy itself -- and 4 ways we could prevent it | Nick Bostrom,TED,2020-01-17 20:48:51+00:00,2020+
VasJyDmMafA,What we're getting wrong in the fight to end hunger | Jasmine Crowe,TED,2020-01-17 15:09:04+00:00,2020+
-7ORAKULel4,How we can protect truth in the age of misinformation | Sinan Aral,TED,2020-01-16 20:35:53+00:00,2020+
s7QPgarhiWg,Your body was forged in the spectacular death of stars | Enrico Ramirez-Ruiz,TED,2020-01-15 15:27:21+00:00,2020+
-KKSUR5SBLc,How the gut microbes you're born with affect your lifelong health | Henna-Maria Uusitupa,TED,2020-01-14 21:06:28+00:00,2020+
eeVCz-9SUc8,"The function and fashion of eyeglasses | Small Thing Big Idea, a TED series",TED,2020-01-14 16:32:39+00:00,2020+
opdCfb8cCFw,Why lakes and rivers should have the same rights as humans | Kelsey Leonard,TED,2020-01-14 16:01:26+00:00,2020+
ssR-RguvjHo,"To help solve global problems, look to developing countries | Bright Simons",TED,2020-01-13 15:40:39+00:00,2020+
uXrCeiQxWyc,"What is economic value, and who creates it? | Mariana Mazzucato",TED,2020-01-10 16:44:17+00:00,2020+
1LX6rCIZaIU,The paradox of efficiency | Edward Tenner,TED,2020-01-09 17:09:35+00:00,2020+
CbnQtb9LUY4,The unforeseen consequences of a fast-paced world | Kathryn Bouskill,TED,2020-01-08 15:45:41+00:00,2020+
Eup2J0oAq9Y,"How the compass unlocked the world | Small Thing Big Idea, a TED series",TED,2020-01-08 00:09:00+00:00,2020+
gQ-0oR3C1UM,The profound power of an authentic apology | Eve Ensler,TED,2020-01-07 18:45:25+00:00,2020+
4zLmWpMDY8Q,The problem of light pollution -- and 5 ridiculously easy ways to fix it | Kelsey Johnson,TED,2020-01-06 21:37:33+00:00,2020+
oMBVxhO57JE,A video game that helps us understand loneliness | Cornelia Geppert,TED,2020-01-06 16:30:58+00:00,2020+
mAnFBEokfrw,3 ways to be a more effective fundraiser | Kara Logan Berlin,TED,2020-01-03 15:40:04+00:00,2020+
4tSI_LPD8Vo,How I use art to tackle plastic pollution in our oceans | Alejandro Durán,TED,2020-01-02 21:00:05+00:00,2020+
Sek29hwUjZE,How I'm using biological data to tell better stories -- and spark social change | Heidi Boisvert,TED,2020-01-02 16:02:43+00:00,2020+
uwKS1lT_YZU,Dangerous times call for dangerous women | Pat Mitchell,TED,2020-01-02 15:38:26+00:00,2020+
PmY1Dr2iQ_Q,The incredible chemistry powering your smartphone | Cathy Mulzer,TED,2019-12-23 14:01:20+00:00,2010–2019
ZkwqZfvbdFw,How you can use impostor syndrome to your benefit | Mike Cannon-Brookes,TED,2019-12-21 14:07:18+00:00,2010–2019
2UZKME9WP9M,The search for our solar system's ninth planet | Mike Brown,TED,2019-12-21 00:26:17+00:00,2010–2019
PXB3-yVGHcI,How to save a language from extinction | Daniel Bögre Udell,TED,2019-12-19 20:32:05+00:00,2010–2019
Cvl2tHwuvzk,"A creative solution for the water crisis in Flint, Michigan | LaToya Ruby Frazier",TED,2019-12-19 15:07:01+00:00,2010–2019
PI5V1-IFvlI,Why it's so hard to make healthy decisions | David Asch,TED,2019-12-19 01:04:52+00:00,2010–2019
w8mToWb9NC8,3 questions we should ask about nuclear weapons | Emma Belcher,TED,2019-12-18 21:10:56+00:00,2010–2019
tPBFVIxnbDw,How to change your behavior for the better | Dan Ariely,TED,2019-12-17 16:59:04+00:00,2010–2019
Depn_GsxSqo,Erika Pinheiro: What's really happening at the US-Mexico border -- and how we can do better | TED,TED,2019-12-16 22:32:50+00:00,2010–2019
OfCLTQhW9GQ,How can we support the emotional well-being of teachers? | Sydney Jensen,TED,2019-12-13 22:33:09+00:00,2010–2019
NUFEBioLPf8,How we can turn the tide on climate | Christiana Figueres and Chris Anderson,TED,2019-12-12 19:44:28+00:00,2010–2019
2GhJ6CTDEoM,What it's like to live on the International Space Station | Cady Coleman,TED,2019-12-11 22:38:52+00:00,2010–2019
yyVMZHjaY40,"Why pasta comes in all shapes and sizes | Small Thing Big Idea, a TED series",TED,2019-12-10 21:46:09+00:00,2010–2019
DhnBn_c9f8Q,Small rockets are the next space revolution | Peter Beck,TED,2019-12-09 21:31:52+00:00,2010–2019
I3BJVaioX_k,"In the war for information, will quantum computers defeat cryptographers? | Craig Costello",TED,2019-12-06 22:33:00+00:00,2010–2019
oD8Ggp0YsWM,Hope and justice for women who've survived ISIS | Rabiaa El Garani,TED,2019-12-05 21:49:15+00:00,2010–2019
BDC2hZn9h1A,Amma Y. Ghartey-Tagoe Kootin: A musical that examines black identity in the 1901 World's Fair | TED,TED,2019-12-04 19:19:16+00:00,2010–2019
bWA1gvA5lxU,What obligation do social media platforms have to the greater good? | Eli Pariser,TED,2019-12-04 19:12:03+00:00,2010–2019
sf3adAPotrM,Our immigration conversation is broken -- here's how to have a better one | Paul A. Kramer,TED,2019-12-02 19:50:40+00:00,2010–2019
fFJeTy1_8Ng,"Urban architecture inspired by mountains, clouds and volcanoes | Ma Yansong",TED,2019-11-29 22:33:46+00:00,2010–2019
8UNCvk9YXOo,What happens to people in solitary confinement | Laura Rovner,TED,2019-11-27 16:27:01+00:00,2010–2019
TLZ6W-Nqv1I,The business case for working with your toughest critics | Bob Langert | TED,TED,2019-11-26 19:55:54+00:00,2010–2019
kdAs3UVgIGg,The next software revolution: programming biological cells | Sara-Jane Dunn,TED,2019-11-26 14:17:12+00:00,2010–2019
lSPxeA6Z_m4,What vaccinating vampire bats can teach us about pandemics | Daniel Streicker,TED,2019-11-23 18:53:49+00:00,2010–2019
O_MQr4lHm0c,How changing your story can change your life | Lori Gottlieb | TED,TED,2019-11-22 21:54:38+00:00,2010–2019
kmNejqbx1M0,What productive conflict can offer a workplace | Jess Kutch,TED,2019-11-22 21:44:14+00:00,2010–2019
NjwvaF3P_5Q,Lessons from fungi on markets and economics | Toby Kiers,TED,2019-11-22 21:36:11+00:00,2010–2019
E4FrxvHJlKw,"The price of a ""clean"" internet | Hans Block and Moritz Riesewieck",TED,2019-11-21 22:32:20+00:00,2010–2019
nbYA5pPzfCw,The medical potential of AI and metabolites | Leila Pirhaji,TED,2019-11-20 23:01:06+00:00,2010–2019
77HUdJ7Tij0,"How to bring affordable, sustainable electricity to Africa | Rose M. Mutiso",TED,2019-11-19 19:27:51+00:00,2010–2019
17D5SrgBE6g,How we experience awe -- and why it matters | Beau Lotto and Cirque du Soleil,TED,2019-11-18 19:17:43+00:00,2010–2019
9_H9wtQi7mg,The link between fishing cats and mangrove forest conservation | Ashwin Naidu,TED,2019-11-15 21:30:26+00:00,2010–2019
3iD4HwJ-67Q,How you can help transform the internet into a place of trust | Claire Wardle,TED,2019-11-15 16:36:31+00:00,2010–2019
u08T3A7slkE,The pride and power of representation in film | Jon M. Chu,TED,2019-11-14 18:59:07+00:00,2010–2019
OhCzX0iLnOc,The danger of AI is weirder than you think | Janelle Shane,TED,2019-11-13 23:02:20+00:00,2010–2019
1pky-86YSrI,Fashion that celebrates all body types -- boldly and unapologetically | Becca McCharen-Tran,TED,2019-11-13 18:38:26+00:00,2010–2019
uFt-q8HgYpI,How we can eliminate child sexual abuse material from the internet | Julie Cordua,TED,2019-11-12 21:25:57+00:00,2010–2019
3-mhddgkaJc,How a handful of fishing villages sparked a marine conservation revolution | Alasdair Harris,TED,2019-11-11 23:26:45+00:00,2010–2019
c2QuXJPY9Wc,Luis H. Zayas: The psychological impact of child separation at the US-Mexico border | TED,TED,2019-11-11 20:30:55+00:00,2010–2019
9alL95G293s,How we're using dogs to sniff out malaria | James Logan,TED,2019-11-08 22:33:48+00:00,2010–2019
aolOWJTLGGA,Marcus Bullock: An app that helps incarcerated people stay connected to their families | TED,TED,2019-11-08 17:19:56+00:00,2010–2019
JCL4lsW6CUY,A circular economy for salt that keeps rivers clean | Tina Arrowood,TED,2019-11-07 15:44:25+00:00,2010–2019
Efv5IeMlo4Y,A coral reef love story | Ayana Elizabeth Johnson | TED,TED,2019-11-06 23:02:47+00:00,2010–2019
6S3KTtcO5YI,How nanoparticles could change the way we treat cancer | Joy Wolfram,TED,2019-11-06 20:53:42+00:00,2010–2019
0f4wtD8eXNk,Revelations from a lifetime of dance | Judith Jamison and the Alvin Ailey American Dance Theater,TED,2019-11-05 22:15:44+00:00,2010–2019
fh5KLfd9Km8,"After billions of years of monotony, the universe is waking up | David Deutsch",TED,2019-11-05 18:10:04+00:00,2010–2019
25s8BCsSWuk,How we're using DNA tech to help farmers fight crop diseases | Laura Boykin,TED,2019-11-04 21:37:27+00:00,2010–2019
TSDOXxlT0U0,What Bruce Lee can teach us about living fully | Shannon Lee,TED,2019-11-04 18:34:56+00:00,2010–2019
I5g9-4fx60A,A radical plan to end plastic waste | Andrew Forrest,TED,2019-11-01 21:08:09+00:00,2010–2019
9KvZy09vaNg,Juan Enriquez: A personal plea for humanity at the US-Mexico border | TED,TED,2019-11-01 16:08:45+00:00,2010–2019
jzrcRcEBrmA,The transformative power of video games | Herman Narula,TED,2019-10-31 16:47:04+00:00,2010–2019
86AGPVir1g4,How we're helping local reporters turn important stories into national news | Gangadhar Patil,TED,2019-10-31 13:49:41+00:00,2010–2019
idfv7Lw4Y_s,This ancient rock is changing our theory on the origin of life | Tara Djokic,TED,2019-10-30 21:47:40+00:00,2010–2019
P7vnspDNx7g,What happens in your brain when you taste food | Camilla Arndal Andersen,TED,2019-10-29 18:34:12+00:00,2010–2019
jltYcaQ24q4,Reducing corruption takes a specific kind of investment | Efosa Ojomo,TED,2019-10-28 21:16:52+00:00,2010–2019
GIrfNWed1Mk,A bold plan to empower 1.6 million out-of-school girls in India | Safeena Husain,TED,2019-10-28 11:22:14+00:00,2010–2019
-akXMtIhPIo,Why language is humanity's greatest invention | David Peterson,TED,2019-10-25 19:31:49+00:00,2010–2019
pR83Woy0zDs,How community-led conservation can save wildlife | Moreangels Mbizah,TED,2019-10-25 14:46:45+00:00,2010–2019
n3ZbjsS4TCc,What the US health care system assumes about you | Mitchell Katz,TED,2019-10-24 17:43:31+00:00,2010–2019
6Wl0yjC459k,Why you should shop at your local farmers market | Mohammad Modarres,TED,2019-10-24 14:05:43+00:00,2010–2019
fwvbx80QidM,Creativity builds nations | Muthoni Drummer Queen,TED,2019-10-22 20:12:28+00:00,2010–2019
P_Z5MhlprRE,A wall won't solve America's border problems | Will Hurd,TED,2019-10-21 22:10:34+00:00,2010–2019
th3KE_H27bs,The dirty secret of capitalism -- and a new way forward | Nick Hanauer,TED,2019-10-18 20:34:36+00:00,2010–2019
YR-sgN4QqW8,How we're building the world's largest family tree | Yaniv Erlich,TED,2019-10-18 14:56:53+00:00,2010–2019
SF9qq6vQ3Pg,How couples can sustain a strong sexual connection for a lifetime | Emily Nagoski,TED,2019-10-17 13:23:11+00:00,2010–2019
tuvxXnQrRv8,Can seaweed help curb global warming? | Tim Flannery,TED,2019-10-16 20:31:31+00:00,2010–2019
Rjre6diN35A,We need to track the world's water like we track the weather | Sonaar Luthra,TED,2019-10-15 16:37:51+00:00,2010–2019
EtzumV-GwOQ,A new way to get every child ready for kindergarten | Claudia Miner,TED,2019-10-14 20:16:46+00:00,2010–2019
949yOxz_x80,4 questions you should always ask your doctor | Christer Mjåset,TED,2019-10-14 18:37:55+00:00,2010–2019
XZ65W5ZxapA,Community-powered criminal justice reform | Raj Jayadev,TED,2019-10-12 15:39:21+00:00,2010–2019
MB5IX-np5fE,This could be why you're depressed or anxious | Johann Hari | TED,TED,2019-10-11 12:38:08+00:00,2010–2019
oH-pbEqdJTQ,How we use astrophysics to study earthbound problems | Federica Bianco,TED,2019-10-10 20:07:11+00:00,2010–2019
wzjVT07bcYA,How climate change could make our food less nutritious | Kristie Ebi,TED,2019-10-10 17:31:48+00:00,2010–2019
HzAtOyw6ACw,Jacqueline Woodson: What reading slowly taught me about writing | TED,TED,2019-10-08 15:09:42+00:00,2010–2019
pg5WtBjox-Y,How deepfakes undermine truth and threaten democracy | Danielle Citron,TED,2019-10-07 23:05:20+00:00,2010–2019
mwoLhdHRt_0,How your emotions change the shape of your heart | Sandeep Jauhar,TED,2019-10-05 17:46:07+00:00,2010–2019
Ie9cACQnqew,Why you should be a climate activist | Luisa Neubauer,TED,2019-10-04 15:07:51+00:00,2010–2019
t0Cr64zCc38,How we can make racism a solvable problem -- and improve policing | Dr. Phillip Atiba Goff,TED,2019-10-03 17:59:44+00:00,2010–2019
7qWvVcBZzRg,"A ""living drug"" that could change the way we treat cancer | Carl June",TED,2019-10-02 20:29:58+00:00,2010–2019
2ix8JEqCJ1s,Inside the bizarre world of internet trolls and propagandists | Andrew Marantz,TED,2019-10-01 19:59:23+00:00,2010–2019
uU2L5nTSHtc,How one tree grows 40 different kinds of fruit | Sam Van Aken,TED,2019-10-01 13:14:59+00:00,2010–2019
lEjegKJwI0M,How we experience time and memory through art | Sarah Sze,TED,2019-09-30 15:15:48+00:00,2010–2019
FhP0AfZdRZ4,How porn changes the way teens think about sex | Emily F. Rothman,TED,2019-09-30 14:59:52+00:00,2010–2019
PrUA8L40Dic,"""Stumbling towards intimacy"": An improvised TED Talk | Anthony Veneziale",TED,2019-09-28 19:13:32+00:00,2010–2019
C-bcjsXkG1Q,What happened when we paired up thousands of strangers to talk politics | Jochen Wegner,TED,2019-09-27 19:40:21+00:00,2010–2019
9A7_xCrgX1U,A climate change solution that's right under our feet | Asmeret Asefaw Berhe,TED,2019-09-26 22:40:57+00:00,2010–2019
mLzTo-y8Ef0,What I learned about freedom after escaping North Korea | Yeonmi Park | TED,TED,2019-09-26 20:01:03+00:00,2010–2019
byAogVoMViE,How I help people understand vitiligo | Lee Thomas,TED,2019-09-25 15:14:58+00:00,2010–2019
E0KLmBMSjDk,Can we choose to fall out of love? | Dessa,TED,2019-09-24 19:59:29+00:00,2010–2019
6SZHUHkMYr4,Emergency medicine for our climate fever | Kelly Wanser,TED,2019-09-23 20:55:15+00:00,2010–2019
Q6SY2nz5PJs,"""Tumba La Nyama"" / ""Mulema"" | Richard Bona",TED,2019-09-23 15:23:48+00:00,2010–2019
dsJWs6Z6eNs,How the West can adapt to a rising Asia | Kishore Mahbubani,TED,2019-09-22 13:32:52+00:00,2010–2019
-IlDkCEvsYw,How climate change affects your mental health | Britt Wray,TED,2019-09-20 13:23:18+00:00,2010–2019
pY5UdMh6WJg,What Ping-Pong Taught Me About Life | Pico Iyer | TED,TED,2019-09-19 19:28:47+00:00,2010–2019
MIGtyaVb2Xc,A free world needs satire | Patrick Chappatte,TED,2019-09-18 15:48:46+00:00,2010–2019
Zd_Lbg9jroU,The power to think ahead in a reckless age | Bina Venkataraman,TED,2019-09-17 21:03:23+00:00,2010–2019
MMzNxiB7NRc,What streaming means for the future of entertainment | Emmett Shear,TED,2019-09-16 20:24:00+00:00,2010–2019
pj-WqrFZZmg,"Family, hope and resilience on the migrant trail | Jon Lowenstein",TED,2019-09-16 16:58:31+00:00,2010–2019
Doqr0HdMXOI,When do kids start to care about other people's opinions? | Sara Valencia Botto,TED,2019-09-13 16:49:40+00:00,2010–2019
3VTsIju1dLI,How craving attention makes you less creative | Joseph Gordon-Levitt,TED,2019-09-12 17:32:08+00:00,2010–2019
dkS_CgVZ8Ts,"""You Have the Rite"" | Marc Bamuthi Joseph",TED,2019-09-11 22:20:57+00:00,2010–2019
w4OPtFCs_fw,The human skills we need in an unpredictable world | Margaret Heffernan,TED,2019-09-10 20:30:00+00:00,2010–2019
flb_S5JJC4k,What it was like to grow up under China's one-child policy | Nanfu Wang,TED,2019-09-10 15:44:39+00:00,2010–2019
n0urFzhWTZ4,How policewomen make communities safer | Ivonne Roman,TED,2019-09-09 15:25:59+00:00,2010–2019
gJzSWacrkKo,Why governments should prioritize well-being | Nicola Sturgeon,TED,2019-09-06 14:40:34+00:00,2010–2019
xDKth-qS8Jk,The new political story that could change everything | George Monbiot,TED,2019-09-05 21:09:30+00:00,2010–2019
Juc_yvEkJuc,"An urgent call to protect the world's ""Third Pole"" | Tshering Tobgay",TED,2019-09-05 13:01:59+00:00,2010–2019
ysblroPCgCw,The real relationship between your age and your chance of success | Albert-László Barabási,TED,2019-09-03 20:58:46+00:00,2010–2019
Kv0Xz0lMKDQ,How to use family dinner to teach politics | Hajer Sharief,TED,2019-09-03 15:02:45+00:00,2010–2019
Kc6hkHGHQQc,The architectural wonder of impermanent cities | Rahul Mehrotra,TED,2019-08-29 22:24:55+00:00,2010–2019
