video_id,status,n_comments,error
WQGMS4gXEaM,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=WQGMS4gXEaM&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
5uTDzBwwyho,ok,41,
K6rSVoAakQ8,ok,16,
Dfe7gLe3pW0,ok,21,
EzSdf3VK9qc,ok,99,
X0DJah-4kAM,ok,60,
s9rCzZEZKnM,ok,59,
P9h6ci3eCUU,ok,32,
l5azMXvBfaw,ok,92,
B0bCvgvYFOg,ok,31,
VDZO45zPW9I,ok,52,
2y6GQcN9jVs,ok,47,
ZMs-gVbhNIY,ok,22,
q19SN1uQoHY,ok,62,
Fjbz-Rzmzxw,ok,51,
B3A8HfJ2_gY,ok,31,
HgenfWGtBow,ok,39,
dIYmzf21d1g,ok,236,
zZNhuRIGQZs,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=zZNhuRIGQZs&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
LSEuKa2cdzM,ok,33,
UtDllX_MTbw,ok,500,
MMROADcKEfg,ok,8,
VgM2SkfF2Fg,ok,68,
Yd95LBhuSOk,ok,500,
lKp7_MtPXZM,ok,115,
6bl5XZ8kOzI,ok,30,
hTbWPmYQzy8,ok,20,
mXDi_C0yb6A,ok,26,
543mYKKh1EE,ok,297,
MJd6Y50hfAM,ok,500,
gUMFNP7bnMI,ok,19,
fmc0Pk8A0T0,ok,23,
z7wk53Pt_0E,ok,46,
BH8dSEFxzjo,ok,43,
tWZmunAvlMM,ok,49,
XTHUcQuybEk,ok,50,
TsQZOTSteK8,ok,56,
UI6IKlHh-pQ,ok,80,
icr5ParmRwU,ok,27,
0xfJy96HJqo,ok,68,
uEztHu4NHrs,ok,500,
iKBPrJ-AKRs,ok,91,
SNHUu7YkNjA,ok,42,
Od4ZZ8vIFOY,ok,26,
_QrZvwNE510,ok,119,
2ShZKR5Uo2I,ok,107,
5m9AYbFqpQo,ok,14,
T-vVO3nRFzI,ok,204,
bM1LXa68oxc,ok,407,
mz_4QLvz2HM,ok,210,
4FT5RYuifwE,ok,86,
orD3vsEyGdA,ok,31,
DAkZpaYa4ZM,ok,25,
nBN9zG1JNPg,ok,116,
9m2wP2cArrY,ok,88,
qC1QlUr5mCE,ok,42,
Pj9QnO9rZkE,ok,153,
nCmlX23tmHg,ok,13,
SFpCQRZOxVE,ok,17,
PxE0TWcT-kA,ok,53,
OAzp-7yY0FQ,ok,46,
0Mi0miIN6tA,ok,40,
04PmEJaYKd0,ok,500,
QTau-xHsz80,ok,59,
AW3klebbNYY,ok,263,
L0L_D2VPXMU,ok,20,
HrCbXNRP7eg,ok,418,
b0Z9IpTVfUg,ok,212,
58rMMTJUp_U,ok,49,
nv9WwHpOKEg,ok,420,
DWZh9l8xUtY,ok,158,
zUKB7PcAB0I,ok,49,
kSnvSXDN3Dk,ok,79,
v4Y0FzwVMR8,ok,25,
D1m1SQIdMkk,ok,22,
9WeAOBUdqKM,ok,13,
y8NtMZ7VGmU,ok,463,
SjCrlJyFBiI,ok,167,
QQxsvUUNMmw,ok,31,
bkCpQk_K_jg,ok,143,
pOdIn86ZM1E,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=pOdIn86ZM1E&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
wtCogf-htV0,ok,12,
a_yYWpiC3t0,ok,61,
L61Kbo3y218,ok,368,
1Ws3w_ZOmhI,ok,500,
SCWFVd_FiAU,ok,47,
sxjzLv-DThs,ok,28,
p_9eJ3uSP00,ok,55,
qEJ4hkpQW8E,ok,500,
LUn8IjZKBPg,ok,113,
T4Rvj_bBxiA,ok,23,
7c_X-opfRrQ,ok,27,
9_O7qXqrMfE,ok,42,
0_M_syPuFos,ok,387,
gHvXr6NuqYQ,ok,20,
UXlPKKg4Md0,ok,94,
wpysFja4zyQ,ok,69,
Oo2upU6ny-I,ok,64,
4wtz1AP3y_o,ok,17,
hwSNbMW6XGY,ok,55,
sgFq4ty8wSI,ok,28,
KKNCiRWd_j0,ok,500,
8efxcrjdffg,ok,233,
QOCZYRXL0AQ,ok,295,
Vuu6Bhq7TSE,ok,15,
54AYOd5S7uo,ok,52,
0juLRi90kRg,ok,500,
jhOyN59wZKI,ok,14,
hn5gytOCVgE,ok,113,
b_boPcOY-FA,ok,31,
4o-S4VIg8Ys,ok,14,
Xj_VDOZjds8,ok,34,
Gdi7uN-DQYo,ok,53,
_uUskajC1Ps,ok,23,
Im_ghczQEPw,ok,40,
7luxzKUOgiY,ok,27,
9TFi9Zo4FJc,ok,56,
fa7uN2vo6rc,ok,500,
alYBnyxMuPk,ok,60,
x4Yhi7ggins,ok,18,
IRgTGD_X30o,ok,15,
7ZVu5N4gOgY,ok,40,
bUmHABnk9FY,ok,500,
YwgCbwYd2Ik,ok,23,
qxgE0q1_m6U,ok,500,
cUdl-Cp-LWw,ok,260,
hbkCgWlfe0k,ok,91,
JNG3wwLqRok,ok,12,
dxA6D4dJWn8,ok,54,
wXODvu8UfXc,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=wXODvu8UfXc&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
LbZC0DjnhGs,ok,20,
DbQjrA9VPjY,ok,83,
IRTODSbwHZc,ok,19,
akNqFXCVPwU,ok,25,
spwXNUFHhAg,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=spwXNUFHhAg&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
Y8tqH6MnJUU,ok,12,
Q5bBccodkEw,ok,101,
8qojNkkvzSQ,ok,110,
Q69o7mr-0S4,ok,32,
syxEMoU8KWg,ok,9,
ngk7VVyveu8,ok,32,
FzhI2D_kaCY,ok,31,
rKj1CN9Ttok,ok,12,
5z_krRwSyt8,ok,148,
P7slA-LkA3s,ok,6,
QIr_eNVtJ58,ok,17,
zJcYAqNfgtA,ok,60,
vmxHUiiHgNk,ok,42,
fGIiyQdOuPc,ok,19,
xZT8cNQCq2s,ok,43,
WXosPmTQq4o,ok,64,
qW9Hc3xcTpk,ok,18,
DL8_WHr9COs,ok,31,
TkpyR9VBwTs,ok,50,
H6MVJm9ElMA,ok,78,
iyabl4dlxbY,ok,98,
4obNozIkugU,ok,10,
g2pVB9Ci5pI,ok,60,
kFDaG9pAA1w,ok,14,
48AB70FSz7g,ok,6,
IGi948nVqlU,ok,14,
IIT29JDuMXs,ok,50,
MjpO66YdP2s,ok,48,
r_ay_4TBi-Q,ok,22,
qaE194b_Dk8,ok,51,
n6ql90yGWt0,ok,213,
30a4OlkenNU,ok,16,
8cAA9z-xs5o,ok,7,
mJy_wVSKwwA,ok,138,
EwWlzzns5q8,ok,17,
hc_4OgS9vWQ,ok,4,
5knT5m2Kmrc,ok,161,
rcQ9fHK0PMI,ok,22,
Fh5zMqbHC0U,ok,52,
d2om_PGtwWY,ok,32,
JJPfmH5r99k,ok,87,
eHJnEHyyN1Y,ok,500,
hMutHPLkUYM,ok,171,
5VMqDfuU8QM,ok,72,
6djPLVa9aQ4,ok,29,
nfRxGGl6wOU,ok,37,
CWEWBgVwFc8,ok,44,
coAopEn8Fn4,ok,76,
A3WrAEm3PXU,ok,32,
p9-39oGccqc,ok,44,
X6Wgd4v_yW8,ok,186,
OuVqGrko56s,ok,28,
LPW5Zx3ntZo,ok,41,
9C7jAAxWnqA,ok,41,
UjGMiChiUFc,ok,433,
BiuCP0QFg5k,ok,80,
icQS5_mOx7U,ok,103,
2tOWLPm4ov4,ok,15,
5xBpkc7-w3A,ok,216,
MA-uwhr50FU,ok,44,
ku1ht_ZAU-w,ok,64,
L-FTI14OVrg,ok,349,
-QkDwqktaVk,ok,93,
dJHvcicWCis,ok,30,
647itg-A_aw,ok,38,
CpaWSRLCx44,ok,500,
I1ouTj1BQec,ok,80,
kCudFI4tcpg,ok,85,
WaE2IlpO4vQ,ok,42,
XqRMV8ICMiM,ok,48,
3DdSiJB8Bo0,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=3DdSiJB8Bo0&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
HYkMo0hi-Yw,ok,88,
AxxMiihvKgg,ok,113,
SR5BYiwJZfw,ok,26,
v9f6twy70iM,ok,500,
QoQUfVEp-d0,ok,174,
Hnjr7o-HNx8,ok,141,
qjGmzBp2fFk,ok,73,
x92AnU6MUr0,ok,38,
G5UT0K_NEig,ok,38,
870tYRNh86o,ok,93,
rQEh7d-qa38,ok,470,
YdTKcdyIYkA,ok,56,
AJGrdtKT3LM,ok,292,
LrtlmbkvvEs,ok,59,
3MwMII8n1qM,ok,285,
oF7UMeVQxHk,ok,58,
ll5LY7wI_Xc,ok,129,
VFRzeYCk8MI,ok,39,
kMUdrUP-QCs,ok,202,
o8Hg5TtT-OQ,ok,36,
2ohQatXCS2Y,ok,24,
TiyBdAvnLCw,ok,93,
zIXuLsXwsWs,ok,62,
bwEIqjU2qgk,ok,143,
s_gjrvhPKt0,ok,38,
Wwje8jDjm5Q,ok,34,
HJtbtEn0-uk,ok,51,
HWj54Wt7uY4,ok,49,
k_Xr0oGW_h4,ok,68,
oIAQcvewgTg,ok,54,
fojPLOE150c,ok,409,
SEkGLj0bwAU,ok,500,
BJtmffAQdlo,ok,66,
xyaf_GmVNzo,ok,27,
3Z1wAag8z54,ok,50,
jN-Atdqqpgw,ok,71,
iYDVJTPwGHE,ok,42,
neipUPkQZBA,ok,30,
T8jz74FTUNU,ok,22,
D2o7e4_IVbs,ok,144,
WX_vN1QYgmE,ok,213,
tWIMlXFk0bs,ok,44,
QO3nY_u6hos,ok,76,
n3eROozZg10,ok,28,
eXdVDhOGqoE,ok,500,
Rr7iEH3eeQo,ok,36,
xUNx_PxNHrY,ok,270,
hUPrUJ4F_Ro,ok,77,
fLMZAHyrpyo,ok,443,
f4m65_6sifs,ok,27,
oQ7x0OJEPNM,ok,73,
CEHKGV9qotM,ok,32,
P6FORpg0KVo,ok,500,
w7n1oYtMdEY,ok,23,
XezfOVE9RFM,ok,56,
lpCPRE3oSTE,ok,190,
H8kr_V3fEGA,ok,56,
WCmeOccXRq8,ok,116,
HEkmWdapz4c,ok,29,
rXxUCeRVma4,ok,56,
tPlQGy-9hSI,ok,53,
RB0zvhRZu-0,ok,85,
NRv7r5aKgOc,ok,58,
WMtyJw4NED8,ok,63,
l4Lq7gaKW4A,ok,500,
B8dBA3klR0o,ok,41,
hIhgaSwVwh8,ok,27,
McX2ZovIrCg,ok,27,
zgtD2Cerots,ok,40,
wQmBsbt9blg,ok,500,
xnPaaxytfGs,ok,41,
e1AibqnDvEk,ok,50,
yRWf28j7yVQ,ok,42,
xzSpuLJoEes,ok,36,
PImDVT8fb-I,ok,500,
7vtlMRV1sxY,ok,55,
7_3XJhFBvEk,ok,69,
n0J1zCHURsQ,ok,44,
h1yJYnCbNHM,ok,314,
Soi0bcUU05k,ok,30,
HANo__Z8K6s,ok,500,
b7eMnAn_WhI,ok,40,
JFjv971_NZM,ok,247,
Kl3VVrggKz4,ok,227,
Bh8dnw67rE0,ok,105,
l0hVIH3EnlQ,ok,87,
RNhbqQefPSg,ok,137,
9AYyd8bAwzY,ok,42,
RX8jJ9dfMuQ,ok,42,
YOHpH4ZExWQ,ok,27,
k7P9v9NB7fU,ok,83,
dz7ccdJ1JfU,ok,117,
ZgfgOIaoWiA,ok,178,
07biEb3rCa0,ok,86,
PHpPtdk9rco,ok,500,
cCGoITBH2IU,ok,23,
3VEkzweBJPM,ok,500,
WgR6mUSsEig,ok,89,
gY5GA_L9NXM,ok,60,
41fjuqBaUt4,ok,219,
AA4N5ZFefqs,ok,146,
5SpaXqAQ4Wo,ok,489,
r2_VWdjxchY,ok,80,
oCgewIIKbSA,ok,33,
eZsVDMsBTCQ,ok,44,
mvRoOyY40yI,ok,18,
MeSJjSJB8hs,ok,37,
IPvR43dRmRY,ok,115,
nEtATZePGmg,ok,39,
iz7diOuaTos,ok,94,
Vue9SlKTaTg,ok,24,
24wBKuU2rfE,ok,33,
b2tcLJWNTWM,ok,45,
8MyHLz6Spoc,ok,72,
nh4N5GBB390,ok,26,
XqUOgqlZ8bc,ok,500,
Yilgr2SJ3xQ,ok,500,
uW7ydy0z0CU,ok,14,
Ay92O1lUfqI,http_error,0,"<HttpError 403 when requesting https://youtube.googleapis.com/youtube/v3/commentThreads?part=snippet&videoId=Ay92O1lUfqI&maxResults=100&textFormat=plainText&key=AIzaSyBYlD1YuyrGaWJ_YDEqMFOEYwzbBwegmaU&alt=json returned ""The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments."". Details: ""[{'message': 'The video identified by the <code><a href=""/youtube/v3/docs/commentThreads/list#videoId"">videoId</a></code> parameter has disabled comments.', 'domain': 'youtube.commentThread', 'reason': 'commentsDisabled', 'location': 'videoId', 'locationType': 'parameter'}]"">"
uA70ZGCC1f4,ok,65,
vi1Cun6mnVM,ok,68,
-RgMCwptj3k,ok,23,
QxB3b7fxMEA,ok,500,
EumE_9qkXI8,ok,86,
xgZC6da4mco,ok,500,
cEG0Tp-iLuo,ok,140,
kioUmpJQbKM,ok,60,
RkoaaVo_RgU,ok,68,
gyCxZaBboDU,ok,40,
8BkSaau8axA,ok,45,
jxy4j0OndPM,ok,36,
vvIP7vabO4c,ok,27,
Tt0arZN6EBM,ok,110,
0VP-CjYHqJA,ok,18,
M66jkJMH3DI,ok,49,
qcmNFKr-Qyk,ok,39,
8cF442d-EdQ,ok,219,
FvchLmGiXfY,ok,104,
PJkoLzVNAEY,ok,48,
T8qVFOK_rK8,ok,43,
jLkRvdPliaE,ok,53,
wvjN4wgYoEM,ok,23,
Yd0yQ9yxSYY,ok,500,
EpipswT-LuE,ok,407,
4IJHuTMLa7E,ok,34,
IkeuKPZxEhM,ok,313,
zVL22EELNng,ok,31,
vxfJITPO8Gg,ok,32,
U-BHz_UIOfs,ok,21,
8eYoUNEkijk,ok,47,
sbZWB2nAEAE,ok,146,
ZkWJem3LY5E,ok,417,
WFP9IbXYM1k,ok,35,
eLsDBcYlNmM,ok,22,
vBSP-wcXCB0,ok,57,
zy2Zj8yIe6c,ok,500,
1vVjAToGSaA,ok,30,
x5mAqRx62rk,ok,121,
pdh3KbiREHM,ok,16,
mAlRNptHUJQ,ok,20,
fXsOlAYvgh0,ok,192,
zeVGax3IIwM,ok,21,
2FFS-RCaXNQ,ok,99,
uiUPD-z9DTg,ok,500,
HFj1eFjUn6g,ok,36,
cMOD8LBxaT0,ok,57,
KAiWdme6EEM,ok,64,
lqEgwEouTq4,ok,39,
YYRI164Y-_M,ok,55,
VAQMsprq-Ps,ok,30,
irXSdueKyOs,ok,126,
qm2lkWEdYpU,ok,47,
RxrB7PDLJ18,ok,341,
_kmIxf5-nQ4,ok,20,
JSiRpwZbZ7Q,ok,12,
zeIHr7z9XLY,ok,21,
n3WGhXKP8So,ok,73,
V7pf3oT2_dE,ok,59,
kz7zkSaPN5A,ok,40,
k5jEkTm5GIU,ok,71,
dnB48oQ9YTU,ok,21,
N9qU9XiU9jY,ok,20,
2cKZM8lT-qo,ok,81,
RjA-JZY3nok,ok,29,
ZPz_-wAulMU,ok,61,
6483lpvZRJ4,ok,61,
rAhyvSk9cF0,ok,32,
vF9DO3omps8,ok,18,
SHSmo72oVao,ok,179,
XbLDeWYBZw4,ok,95,
Iqy6Js-m9P8,ok,18,
5jnPjkdBlUE,ok,88,
z_ca983qJcI,ok,204,
kxpPWHvaf0I,ok,33,
gub38Cd4E0g,ok,500,
JL5OFXeXenA,ok,261,
DXJacYBF_HY,ok,9,
P5Tq1MK0ad8,ok,31,
StzBIF5ahKM,ok,41,
GTG9Ue8JWZI,ok,14,
gMsQO5u7-NQ,ok,500,
uDO0POqZEU8,ok,42,
9Uum6DrvcMM,ok,38,
Nnm1njnBvDA,ok,135,
gKI0ZA5lSNw,ok,46,
XyJI44ejyig,ok,18,
nYZSPUi-lgE,ok,81,
MyD0m7JXgjA,ok,500,
ZYY4rE7z-sM,ok,15,
hJP5GqnTrNo,ok,500,
8VVRqBUNx-g,ok,22,
SvBR0OGT5VI,ok,431,
uH9r3lJmyaM,ok,7,
3Ihvjo8oh9k,ok,34,
9HOPw9yM9pc,ok,500,
9-W8DlzTPzw,ok,14,
JIzrnfQljlQ,ok,31,
qrVHoobmZLw,ok,44,
lO2A4g9tMJU,ok,40,
rtVs7OCUWU0,ok,10,
7zC8-06198g,ok,500,
C_78DM8fG6E,ok,500,
2joQPNtxW9s,ok,90,
RoyHvfJowZI,ok,41,
_k-kxGCOI9U,ok,87,
wl6DvCBUnfI,ok,88,
s5uD0GqsOxg,ok,47,
wLszqfNPNBo,ok,53,
tjwddAHVZJ0,ok,39,
RIpz9GiEAyc,ok,48,
hmXvSU1yF3M,ok,0,
OxXXEsx6KWc,ok,0,
J0KAukq0zIU,ok,0,
t4ZCD49ipdc,ok,1,
VI7ZeR1e-6k,ok,0,
OQHsiwO70Pk,ok,0,
auLRSabz4zM,ok,0,
LrvzxwwZAxM,ok,0,
qfPpFU4g3Gg,ok,0,
sysTpqev4nc,ok,0,
TywB8pZqCb4,ok,0,
L_y7MSAyQ3E,ok,0,
ajZtcG2OlhI,ok,12,
5RVE33iGLuU,ok,63,
40TumEHQk8A,ok,16,
TjNZhdEvVvo,ok,62,
LAtrY7N9jSY,ok,46,
EAU5D8hqIUI,ok,234,
fLspOxTI4cU,ok,0,
8_mkyYj-pLc,ok,0,
UZm6qCM3cxo,ok,0,
u0cL2d-lO-s,ok,0,
jdLhcYHbaxw,ok,0,
6_hAXiwPPm8,ok,0,
4zy2qfHsJAo,ok,0,
mmMwiNkH7O4,ok,9,
m_sWy_kdfDo,ok,22,
UI6kObHls-4,ok,100,
ozMCb0wOnMU,ok,144,
1FNYQrVfCE8,ok,27,
EFvjIOuyFr0,ok,0,
UA_7kHD2rV8,ok,0,
GsnUA2hQUqY,ok,0,
i1bKR7PeBAE,ok,0,
jfS4ZDaO0rQ,ok,0,
bDdmZBOuWSs,ok,0,
zYgtwv2D8z8,ok,0,
GwXlTbumJhY,ok,0,
Nkr18rN6bNo,ok,0,
AXBAYuZObQ4,ok,0,
H795zSIhAqA,ok,0,
6IQ6zD2pEL8,ok,0,
AR9UY1pjl1o,ok,0,
OIcQOfN1qak,ok,60,
rE1GwQjgsn0,ok,38,
8HgUHW8IoMc,ok,76,
yoEFO-IC70U,ok,17,
lPTae-gY1iA,ok,0,
85y3qUaG5uM,ok,0,
LkWdKZJRlMc,ok,0,
KEmJXHOFdJs,ok,0,
Bh0SRbihohY,ok,0,
p-bSW0KQco4,ok,0,
lW9AABm6UtU,ok,0,
CsLLKplW8Co,ok,0,
sZIqBRCkxZI,ok,0,
YaeNtZY-FMM,ok,0,
Y16-scIXIBM,ok,0,
DmXobs156Zo,ok,0,
q20tK6vxPxI,ok,0,
5nWtW4NlCBY,ok,0,
ZUsZ5t1Jnxc,ok,4,
ke6XCMpGK64,ok,26,
T4CB5RPbtCk,ok,101,
Ogvn5YkWSic,ok,8,
0Txh_U_Ij4E,ok,1,
wyHByETc8tc,ok,0,
n-MCDRUk2hA,ok,0,
3g83v5aqhA4,ok,0,
gFEY9MU5utc,ok,0,
Zi1AQ4u4LaM,ok,0,
l6KxYA1EjbQ,ok,0,
7aeXCIirnzg,ok,0,
Lvw7158xyJg,ok,0,
jMNjHZ_5_-4,ok,0,
T4pinT6Cnas,ok,1,
E18xED0K9lk,ok,0,
XCT41A0r3K4,ok,0,
ntj7X8SqSl8,ok,0,
mSLRtzVkK-w,ok,0,
WqGNZmUoK-8,ok,83,
7HKOwDtsuWk,ok,35,
qVjm9YpZf-c,ok,0,
NO0RF3FNQBU,ok,0,
9JUtai1aFc8,ok,0,
IPSGrREzG-w,ok,0,
euoddu_Uqac,ok,0,
g8fu3XdIEVA,ok,0,
8iHUfLe1z-M,ok,1,
lEZnkB-5Rns,ok,0,
8NYnJ8JAnM4,ok,0,
NlBjAYFEVOA,ok,0,
qVTUaeul2xE,ok,0,
slqTUB0_2OE,ok,0,
Hlgi_ndLV7o,ok,0,
maiUkj7SPfM,ok,0,
83VoqMcYvNg,ok,0,
95-WNXDeqZQ,ok,1,
ZcFeLakFrYo,ok,1,
4DXuqjTRk24,ok,32,
xEut3UavWfk,ok,20,
FQQE3rB8Uc0,ok,100,
tlhask6WrMc,ok,48,
FpiWSFcL3-c,ok,335,
xFHIAwdI72Y,ok,27,
Rm-z9wiEGj0,ok,19,
gdJwW-NhObU,ok,56,
TOUqiVIuPo0,ok,56,
Ypl5-e-azM8,ok,22,
UXElAVBiXXs,ok,36,
n16B_4eMzSY,ok,12,
4SCrXqbhmCY,ok,55,
A0DOlruXVaM,ok,25,
cQMzai42Yfg,ok,14,
g9VFlXF47f0,ok,20,
CkFnqGHZ5tA,ok,109,
UVOnUz2BCrA,ok,227,
zXRjpcRc6Rs,ok,49,
8goi3AD4RWo,ok,18,
n-l6qRaT35s,ok,58,
KOd--5enQsQ,ok,19,
bIBNebXhNuU,ok,36,
-W4m3s_uffg,ok,29,
6pGC4j0d1Fc,ok,44,
0OuURF5_5Pw,ok,23,
LPCROTE5l4Q,ok,14,
Rw7TWQ-Rt2Q,ok,58,
6DRMrFMNXCc,ok,59,
eYoSlybh9vM,ok,19,
tB5J9qgM2zI,ok,59,
B4poxMTL5nw,ok,31,
T6WSy0FdBdU,ok,220,
7tSP1M052Sg,ok,21,
NSJKi4eWO8s,ok,24,
UcEBm6mgrT0,ok,52,
RLESBHduKBs,ok,41,
oYsDNpi_qPQ,ok,71,
4BZHlsdSwm4,ok,19,
mshEFTm3beM,ok,52,
oITW0XsZd3o,ok,54,
OdimNCq798g,ok,14,
8ptow8qPeMk,ok,53,
xA9IPCBt-vM,ok,18,
SCTBLRtnt1s,ok,21,
ej-jE2o1wjQ,ok,21,
u3Qv6jAJt5w,ok,18,
YY6LCOJbve8,ok,390,
_rpPyQkjc3I,ok,71,
e9qltRsRUcs,ok,30,
rfmDJzBorE0,ok,71,
7hKJg8UhKIE,ok,6,
-k0p-DYYZKU,ok,96,
0YT3feUhR44,ok,122,
wL8X31XWZW8,ok,393,
EujbMAZUiXw,ok,8,
DqwzKPZK8AU,ok,34,
aWWv4maNWNA,ok,5,
yJ1uGfCWIt0,ok,55,
n1fL-EdTsTI,ok,29,
9xwn-aEtKNk,ok,9,
yLxfPG_Ay_0,ok,90,
M6aq2SH-xVo,ok,147,
yB9d-UdnQBU,ok,15,
uCk3nRviOHw,ok,58,
qN8vzlcYAE8,ok,34,
EBWXaO56KmU,ok,59,
C8YA1l3Yv-U,ok,20,
lKJEX-mrowo,ok,57,
SK3z5H_Rfr0,ok,179,
A9LhWzPzh38,ok,28,
NcKLNP8x_QA,ok,71,
QWPWgaDqbZI,ok,19,
X1RBhX1esq8,ok,0,
BEBKC7Hqfr0,ok,55,
PuCOipexTsw,ok,2,
BGiI34k4gzQ,ok,68,
aql70BO1Yao,ok,121,
YIgv0KMzjvk,ok,15,
IStsehNAOL8,ok,389,
9mfir8F2lpE,ok,28,
JrNflnZCPzI,ok,14,
tHbUxeDEjUQ,ok,34,
NA_u3MVvvWM,ok,21,
kqItMybTKTo,ok,194,
GRKIRE45JO0,ok,68,
kADwVHIP8zs,ok,187,
_IfgmR5imNs,ok,83,
yFlC6pV9_ok,ok,67,
F9XB29JfKYo,ok,58,
61yMFm40lIA,ok,45,
8WmrJTyWydw,ok,58,
OE7d4JNRYp0,ok,23,
iYd60LgRCro,ok,29,
UGdLvGbpehQ,ok,26,
FtsthcgCInk,ok,37,
g7LICU-v_TM,ok,32,
IGIT-vENgaQ,ok,57,
WTi9lvALmGc,ok,17,
LDVyOnf0t9M,ok,500,
WrNmzPkPyVk,ok,50,
3x3X6HELtog,ok,76,
SixQ6cTzYaI,ok,22,
T7WcwE0q8UQ,ok,67,
hVyYilPj5Sc,ok,30,
B5Qo7oihpgM,ok,24,
7HXdY8OP17E,ok,76,
eucTQXM4ymE,ok,90,
0wcVyNdZMO8,ok,32,
rwigf0C6zxM,ok,48,
pVZzgzYZdCA,ok,36,
RqAOrr_FPxo,ok,172,
tZ7ySrDVqOs,ok,80,
uh3aQ_vCs6U,ok,38,
MVqgZYpCv98,ok,42,
lRx8ocxmmDI,ok,25,
5mMtAWzcWGE,ok,31,
FlqTGJ_T0MM,ok,17,
Cz9w0sx-_rs,ok,49,
gjWPw3NHbvA,ok,42,
Mz_B2h3CCXo,ok,16,
80LCWXh4FfM,ok,47,
hBJo_qRDnw8,ok,78,
DA3s9ToFlJY,ok,7,
anE2XRcnNk0,ok,27,
xD1ElRT-Sb0,ok,48,
w19lJjCASJg,ok,66,
MTW3U-O1nZo,ok,252,
Cxm1JbeG2tI,ok,83,
ZAa-0zcaP_0,ok,16,
H6DnmEFrIos,ok,70,
ucEZ9KOqOqs,ok,37,
DzApFih15oE,ok,36,
